face_id,n_appearances,n_wins,theta,standard_error,rank,weight,image_path,participant_id
BM-221,24,13,0.15458607848159067,0.4307236316640495,10,0.036546829411165466,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_003
BM-222,24,16,0.6169593118830632,0.44070433804453735,3,0.05803043818708371,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_003
BM-223,24,14,0.306110801749466,0.4325904539519012,9,0.04252614907515038,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_003
BM-224,24,9,-0.45285388079956307,0.43669771231598514,18,0.0199086533024712,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_003
BM-225,24,13,0.1545860784815906,0.43072363166404953,14,0.036546829411165466,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_003
BM-226,24,6,-0.9439555221937392,0.4573166656496934,23,0.012183137641496537,data/raw/cfd/images/CFD-BM-226-276-N.jpg,SIM_003
BM-227,24,16,0.6169593118830631,0.4407043380445374,4,0.05803043818708371,data/raw/cfd/images/CFD-BM-227-191-N.jpg,SIM_003
BM-228,24,15,0.45980943230246435,0.4358757377586729,5,0.049591417755538866,data/raw/cfd/images/CFD-BM-228-145-N.jpg,SIM_003
BM-229,24,13,0.15458607848159067,0.43072363166404953,10,0.036546829411165466,data/raw/cfd/images/CFD-BM-229-209-N.jpg,SIM_003
BM-231,24,11,-0.14659935869928775,0.4310045492752593,17,0.02704248096515214,data/raw/cfd/images/CFD-BM-231-155-N.jpg,SIM_003
BM-236,24,22,1.7378062151787737,0.5203512036697558,1,0.17800552204110448,data/raw/cfd/images/CFD-BM-236-248-N.jpg,SIM_003
BM-237,24,9,-0.4528538807995631,0.4366977123159849,19,0.0199086533024712,data/raw/cfd/images/CFD-BM-237-188-N.jpg,SIM_003
BM-239,24,8,-0.6108840620871726,0.4417749270446982,20,0.01699848623765694,data/raw/cfd/images/CFD-BM-239-136-N.jpg,SIM_003
BF-007,24,11,-0.1486313117243037,0.43840252008697694,16,0.025004462216580474,data/raw/cfd/images/CFD-BF-007-001-N.jpg,SIM_004
BF-242,24,7,-0.8013043934588645,0.4555912058618485,21,0.013018627492088554,data/raw/cfd/images/CFD-BF-242-154-N.jpg,SIM_004
BF-255,24,15,0.4821830049094707,0.4425739969871382,7,0.04698688941774181,data/raw/cfd/images/CFD-BF-255-140-N.jpg,SIM_004
BM-211,24,21,1.5651502777887782,0.5012069382750253,1,0.1387724979843921,data/raw/cfd/images/CFD-BM-211-174-N.jpg,SIM_004
BM-212,24,2,-1.7932048954132054,0.5259367981418948,25,0.004828233732420695,data/raw/cfd/images/CFD-BM-212-117-N.jpg,SIM_004
BM-213,24,4,-1.356869248652482,0.48805374350673136,24,0.0074694125937355485,data/raw/cfd/images/CFD-BM-213-134-N.jpg,SIM_004
BM-214,24,16,0.6449076835323265,0.4470581701936734,6,0.0552900681455753,data/raw/cfd/images/CFD-BM-214-075-N.jpg,SIM_004
BM-215,24,9,-0.4676216333318555,0.4440640599607875,18,0.01817530811570007,data/raw/cfd/images/CFD-BM-215-155-N.jpg,SIM_004
BM-216,24,12,0.008337416887099287,0.4375203475212221,13,0.02925419628770608,data/raw/cfd/images/CFD-BM-216-088-N.jpg,SIM_004
BM-217,24,5,-1.1616144860476763,0.47469220799975986,22,0.00907997213050493,data/raw/cfd/images/CFD-BM-217-082-N.jpg,SIM_004
BM-218,24,17,0.8121935707539473,0.4531916920426916,5,0.06535795619408322,data/raw/cfd/images/CFD-BM-218-132-N.jpg,SIM_004
BM-219,24,15,0.4821830049094705,0.44257399698713823,9,0.04698688941774181,data/raw/cfd/images/CFD-BM-219-141-N.jpg,SIM_004
BM-221,24,12,0.00833741688709928,0.4375203475212227,14,0.02925419628770608,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_004
BM-222,24,19,1.1672261318395127,0.47154097407761447,3,0.0932152878689282,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_004
BM-223,24,13,0.16506961531765663,0.43789824176313336,11,0.034218116452391666,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_004
BM-224,24,7,-0.8013043934588644,0.4555912058618485,20,0.01301862749208856,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_004
BM-225,24,14,0.3226434652752139,0.4395600903619838,10,0.04005802686789865,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_004
BM-226,24,9,-0.4676216333318556,0.4440640599607875,19,0.01817530811570007,data/raw/cfd/images/CFD-BM-226-276-N.jpg,SIM_004
BM-227,24,18,0.9856508957183899,0.4612318771633146,4,0.07773740194329307,data/raw/cfd/images/CFD-BM-227-191-N.jpg,SIM_004
BM-228,24,13,0.16506961531765663,0.43789824176313336,11,0.034218116452391666,data/raw/cfd/images/CFD-BM-228-145-N.jpg,SIM_004
BM-229,24,10,-0.3069121713059203,0.440563075390239,17,0.021344059086450387,data/raw/cfd/images/CFD-BM-229-209-N.jpg,SIM_004
BM-231,24,5,-1.1616144860476765,0.47469220799976003,23,0.00907997213050493,data/raw/cfd/images/CFD-BM-231-155-N.jpg,SIM_004
BM-236,24,19,1.167226131839513,0.47154097407761447,2,0.09321528786892821,data/raw/cfd/images/CFD-BM-236-248-N.jpg,SIM_004
BM-237,24,12,0.008337416887099212,0.437520347521223,15,0.029254196287706074,data/raw/cfd/images/CFD-BM-237-188-N.jpg,SIM_004
BM-239,24,15,0.4821830049094707,0.4425739969871381,7,0.04698688941774181,data/raw/cfd/images/CFD-BM-239-136-N.jpg,SIM_004
BF-007,24,12,0.006982518389950377,0.43550039298201615,14,0.030740955695748216,data/raw/cfd/images/CFD-BF-007-001-N.jpg,SIM_005
BF-242,24,8,-0.626085275032074,0.4466370712173112,17,0.016322230840496926,data/raw/cfd/images/CFD-BF-242-154-N.jpg,SIM_005
BF-255,24,19,1.1533143562782417,0.4692025118240635,1,0.09673039397899641,data/raw/cfd/images/CFD-BF-255-140-N.jpg,SIM_005
BM-211,24,17,0.8022487613715739,0.4509950659691657,4,0.06809215921994521,data/raw/cfd/images/CFD-BM-211-174-N.jpg,SIM_005
BM-212,24,3,-1.54800530562297,0.5018839917107395,25,0.006492242504158109,data/raw/cfd/images/CFD-BM-212-117-N.jpg,SIM_005
BM-213,24,5,-1.148863660647933,0.4718850981699023,23,0.009676977862315016,data/raw/cfd/images/CFD-BM-213-134-N.jpg,SIM_005
BM-214,24,13,0.1620660639899202,0.43589366405060465,12,0.03589792063815986,data/raw/cfd/images/CFD-BM-214-075-N.jpg,SIM_005
BM-215,24,7,-0.793299825412633,0.4530667679103138,20,0.013808902370278223,data/raw/cfd/images/CFD-BM-215-155-N.jpg,SIM_005
BM-216,24,11,-0.14830788140672774,0.43633592167270074,15,0.02631937677663465,data/raw/cfd/images/CFD-BM-216-088-N.jpg,SIM_005
BM-217,24,5,-1.148863660647933,0.4718850981699022,23,0.009676977862315016,data/raw/cfd/images/CFD-BM-217-082-N.jpg,SIM_005
BM-218,24,17,0.8022487613715739,0.4509950659691657,4,0.06809215921994521,data/raw/cfd/images/CFD-BM-218-132-N.jpg,SIM_005
BM-219,24,13,0.16206606398992013,0.4358936640506047,13,0.03589792063815986,data/raw/cfd/images/CFD-BM-219-141-N.jpg,SIM_005
BM-221,24,14,0.3179856824367359,0.4375411197432002,11,0.04195505773007404,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_005
BM-222,24,16,0.6368025861060659,0.44493656224389266,9,0.05770915895602019,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_005
BM-223,24,16,0.636802586106066,0.4449365622438927,6,0.05770915895602019,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_005
BM-224,24,10,-0.30484494614019514,0.438418936757959,16,0.02250569442497366,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_005
BM-225,24,16,0.636802586106066,0.44493656224389266,6,0.05770915895602019,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_005
BM-226,24,8,-0.626085275032074,0.446637071217311,17,0.016322230840496926,data/raw/cfd/images/CFD-BM-226-276-N.jpg,SIM_005
BM-227,24,18,0.973770301121291,0.4589579341399107,3,0.08083286355529752,data/raw/cfd/images/CFD-BM-227-191-N.jpg,SIM_005
BM-228,24,16,0.636802586106066,0.4449365622438927,6,0.05770915895602019,data/raw/cfd/images/CFD-BM-228-145-N.jpg,SIM_005
BM-229,24,7,-0.793299825412633,0.45306676791031375,20,0.013808902370278223,data/raw/cfd/images/CFD-BM-229-209-N.jpg,SIM_005
BM-231,24,7,-0.793299825412633,0.45306676791031375,20,0.013808902370278223,data/raw/cfd/images/CFD-BM-231-155-N.jpg,SIM_005
BM-236,24,19,1.1533143562782417,0.46920251182406353,1,0.09673039397899641,data/raw/cfd/images/CFD-BM-236-248-N.jpg,SIM_005
BM-237,24,8,-0.626085275032074,0.44663707121731105,17,0.016322230840496926,data/raw/cfd/images/CFD-BM-237-188-N.jpg,SIM_005
BM-239,24,15,0.47583354614816725,0.44051421636613536,10,0.04912887045787464,data/raw/cfd/images/CFD-BM-239-136-N.jpg,SIM_005
BF-007,24,14,0.3160359283619338,0.4360787812975839,10,0.04227211839940013,data/raw/cfd/images/CFD-BF-007-001-N.jpg,SIM_006
BF-242,24,3,-1.5396394481125417,0.5020578756854266,24,0.0066091321566526485,data/raw/cfd/images/CFD-BF-242-154-N.jpg,SIM_006
BF-255,24,18,0.9676770552069455,0.45807285016448984,3,0.08110696637994129,data/raw/cfd/images/CFD-BF-255-140-N.jpg,SIM_006
BM-211,24,15,0.4726535290110584,0.4391575110865944,7,0.04943928395231131,data/raw/cfd/images/CFD-BM-211-174-N.jpg,SIM_006
BM-212,24,5,-1.1406116618177362,0.4713716047978694,23,0.00985008553645678,data/raw/cfd/images/CFD-BM-212-117-N.jpg,SIM_006
BM-213,24,3,-1.5396394481125417,0.5020578756854268,24,0.0066091321566526485,data/raw/cfd/images/CFD-BM-213-134-N.jpg,SIM_006
BM-214,24,16,0.6325072435852243,0.4437143887442486,6,0.058009050672697925,data/raw/cfd/images/CFD-BM-214-075-N.jpg,SIM_006
BM-215,24,12,0.007721327170537626,0.43393133124450295,13,0.03105665533858137,data/raw/cfd/images/CFD-BM-215-155-N.jpg,SIM_006
BM-216,24,8,-0.6201406837079577,0.4453782134303461,20,0.016575921282142702,data/raw/cfd/images/CFD-BM-216-088-N.jpg,SIM_006
BM-217,24,10,-0.3013584070202509,0.43690939804735957,17,0.022799381168236075,data/raw/cfd/images/CFD-BM-217-082-N.jpg,SIM_006
BM-218,24,15,0.47265352901105834,0.4391575110865945,9,0.04943928395231131,data/raw/cfd/images/CFD-BM-218-132-N.jpg,SIM_006
BM-219,24,19,1.1465712167235298,0.46851061091467616,1,0.09699534790313678,data/raw/cfd/images/CFD-BM-219-141-N.jpg,SIM_006
BM-221,24,13,0.16143361680349172,0.4343591099700475,11,0.03621688395418753,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_006
BM-222,24,18,0.9676770552069455,0.4580728501644902,3,0.08110696637994129,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_006
BM-223,24,10,-0.30135840702025085,0.4369093980473594,16,0.022799381168236075,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_006
BM-224,24,9,-0.4589362674880882,0.4404047922992204,18,0.01947546626869673,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_006
BM-225,24,11,-0.14618198032118906,0.43477402835610124,15,0.026626576153929184,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_006
BM-226,24,8,-0.6201406837079577,0.44537821343034595,20,0.016575921282142702,data/raw/cfd/images/CFD-BM-226-276-N.jpg,SIM_006
BM-227,24,18,0.9676770552069455,0.45807285016449023,3,0.08110696637994129,data/raw/cfd/images/CFD-BM-227-191-N.jpg,SIM_006
BM-228,24,9,-0.4589362674880882,0.4404047922992204,18,0.01947546626869673,data/raw/cfd/images/CFD-BM-228-145-N.jpg,SIM_006
BM-229,24,11,-0.14618198032118904,0.4347740283561011,14,0.026626576153929184,data/raw/cfd/images/CFD-BM-229-209-N.jpg,SIM_006
BM-231,24,8,-0.6201406837079577,0.445378213430346,20,0.016575921282142702,data/raw/cfd/images/CFD-BM-231-155-N.jpg,SIM_006
BM-236,24,19,1.1465712167235298,0.46851061091467605,1,0.09699534790313678,data/raw/cfd/images/CFD-BM-236-248-N.jpg,SIM_006
BM-237,24,15,0.4726535290110584,0.4391575110865945,7,0.04943928395231131,data/raw/cfd/images/CFD-BM-237-188-N.jpg,SIM_006
BM-239,24,13,0.16143361680349164,0.4343591099700473,12,0.036216883954187526,data/raw/cfd/images/CFD-BM-239-136-N.jpg,SIM_006
BF-007,24,17,0.7951432351210154,0.4484337670704855,4,0.0694031779843987,data/raw/cfd/images/CFD-BF-007-001-N.jpg,SIM_007
BF-242,24,6,-0.9504202446759276,0.46031316358469904,23,0.012114089285245946,data/raw/cfd/images/CFD-BF-242-154-N.jpg,SIM_007
BF-255,24,15,0.4734714835956306,0.437683817595337,5,0.050312869901001034,data/raw/cfd/images/CFD-BF-255-140-N.jpg,SIM_007
BM-211,24,15,0.47347148359563057,0.43768381759533703,7,0.050312869901001034,data/raw/cfd/images/CFD-BM-211-174-N.jpg,SIM_007
BM-212,24,1,-2.008210877840049,0.5528246790728577,25,0.004206279575824068,data/raw/cfd/images/CFD-BM-212-117-N.jpg,SIM_007
BM-213,24,8,-0.6121462895614755,0.44468862504521844,18,0.016990309193296308,data/raw/cfd/images/CFD-BM-213-134-N.jpg,SIM_007
BM-214,24,14,0.3181376519713993,0.4346539686633813,11,0.04307432343417612,data/raw/cfd/images/CFD-BM-214-075-N.jpg,SIM_007
BM-215,24,14,0.3181376519713993,0.43465396866338124,11,0.04307432343417612,data/raw/cfd/images/CFD-BM-215-155-N.jpg,SIM_007
BM-216,24,12,0.012204521750546147,0.43266787652022,15,0.03172147655626238,data/raw/cfd/images/CFD-BM-216-088-N.jpg,SIM_007
BM-217,24,8,-0.6121462895614755,0.44468862504521844,18,0.016990309193296308,data/raw/cfd/images/CFD-BM-217-082-N.jpg,SIM_007
BM-218,24,14,0.3181376519713994,0.43465396866338124,8,0.04307432343417613,data/raw/cfd/images/CFD-BM-218-132-N.jpg,SIM_007
BM-219,24,15,0.4734714835956306,0.4376838175953369,5,0.050312869901001034,data/raw/cfd/images/CFD-BM-219-141-N.jpg,SIM_007
BM-221,24,14,0.31813765197139937,0.43465396866338124,9,0.04307432343417613,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_007
BM-222,24,19,1.1421338797701064,0.467107857858534,3,0.0981918583825994,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_007
BM-223,24,8,-0.6121462895614755,0.4446886250452182,18,0.016990309193296308,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_007
BM-224,24,9,-0.45161438183069125,0.43953684420208794,17,0.019948920703456052,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_007
BM-225,24,19,1.1421338797701066,0.4671078578585342,1,0.09819185838259943,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_007
BM-226,24,7,-0.777865262404839,0.4515266276944316,22,0.014395622412326739,data/raw/cfd/images/CFD-BM-226-276-N.jpg,SIM_007
BM-227,24,13,0.1647633335527673,0.4330047903963659,14,0.036949523709598434,data/raw/cfd/images/CFD-BM-227-191-N.jpg,SIM_007
BM-228,24,14,0.3181376519713993,0.43465396866338135,11,0.04307432343417612,data/raw/cfd/images/CFD-BM-228-145-N.jpg,SIM_007
BM-229,24,8,-0.6121462895614755,0.4446886250452183,18,0.016990309193296308,data/raw/cfd/images/CFD-BM-229-209-N.jpg,SIM_007
BM-231,24,6,-0.9504202446759278,0.46031316358469915,24,0.012114089285245941,data/raw/cfd/images/CFD-BM-231-155-N.jpg,SIM_007
BM-236,24,19,1.1421338797701066,0.4671078578585341,1,0.09819185838259943,data/raw/cfd/images/CFD-BM-236-248-N.jpg,SIM_007
BM-237,24,11,-0.14063692267659944,0.4336213971505169,16,0.02722545825859835,data/raw/cfd/images/CFD-BM-237-188-N.jpg,SIM_007
BM-239,24,14,0.31813765197139937,0.4346539686633813,9,0.04307432343417613,data/raw/cfd/images/CFD-BM-239-136-N.jpg,SIM_007
BF-007,24,16,0.6378751225072066,0.4456925701311757,7,0.05620017393621579,data/raw/cfd/images/CFD-BF-007-001-N.jpg,SIM_008
BF-242,24,10,-0.30479737766769854,0.43841351876345896,17,0.021894760282088557,data/raw/cfd/images/CFD-BF-242-154-N.jpg,SIM_008
BF-255,24,20,1.3486061922620327,0.48376397465864,1,0.11439426214356738,data/raw/cfd/images/CFD-BF-255-140-N.jpg,SIM_008
BM-211,24,20,1.3486061922620327,0.48376397465864024,1,0.11439426214356738,data/raw/cfd/images/CFD-BM-211-174-N.jpg,SIM_008
BM-212,24,1,-2.0284963892939594,0.5528572801724481,25,0.0039061347889708274,data/raw/cfd/images/CFD-BM-212-117-N.jpg,SIM_008
BM-213,24,10,-0.3047973776676983,0.4384135187634586,15,0.021894760282088567,data/raw/cfd/images/CFD-BM-213-134-N.jpg,SIM_008
BM-214,24,9,-0.4635803604744263,0.4418432492476576,18,0.018680204286773618,data/raw/cfd/images/CFD-BM-214-075-N.jpg,SIM_008
BM-215,24,9,-0.4635803604744263,0.4418432492476575,18,0.018680204286773618,data/raw/cfd/images/CFD-BM-215-155-N.jpg,SIM_008
BM-216,24,12,0.00689497010939529,0.43559568170943347,12,0.02990242854824166,data/raw/cfd/images/CFD-BM-216-088-N.jpg,SIM_008
BM-217,24,7,-0.793291537865554,0.4533686597951425,21,0.013433521551611073,data/raw/cfd/images/CFD-BM-217-082-N.jpg,SIM_008
BM-218,24,14,0.31814441082104666,0.4379127944183733,10,0.040820693242862346,data/raw/cfd/images/CFD-BM-218-132-N.jpg,SIM_008
BM-219,24,18,0.9765608845573931,0.46012685774986495,3,0.078854597127363,data/raw/cfd/images/CFD-BM-219-141-N.jpg,SIM_008
BM-221,24,17,0.8040778619704223,0.4519596697265319,5,0.06636186646669799,data/raw/cfd/images/CFD-BM-221-198-N.jpg,SIM_008
BM-222,24,18,0.9765608845573931,0.460126857749865,3,0.078854597127363,data/raw/cfd/images/CFD-BM-222-173-N.jpg,SIM_008
BM-223,24,11,-0.14835231521176054,0.4363549500808277,13,0.02560256173176996,data/raw/cfd/images/CFD-BM-223-171-N.jpg,SIM_008
BM-224,24,6,-0.9672683243316682,0.4619099672381994,23,0.011288408525258819,data/raw/cfd/images/CFD-BM-224-073-N.jpg,SIM_008
BM-225,24,14,0.3181444108210467,0.4379127944183733,9,0.040820693242862346,data/raw/cfd/images/CFD-BM-225-154-N.jpg,SIM_008
