participant_id,face_id,theta,rank,standard_error,weight
SIM_006,BM-237,0.4726535290110584,7,0.4391575110865945,0.04943928395231131
SIM_006,BM-239,0.16143361680349164,12,0.4343591099700473,0.036216883954187526
SIM_007,BF-007,0.7951432351210154,4,0.4484337670704855,0.0694031779843987
SIM_007,BF-242,-0.9504202446759276,23,0.46031316358469904,0.012114089285245946
SIM_007,BF-255,0.4734714835956306,5,0.437683817595337,0.050312869901001034
SIM_007,BM-211,0.47347148359563057,7,0.43768381759533703,0.050312869901001034
SIM_007,BM-212,-2.008210877840049,25,0.5528246790728577,0.004206279575824068
SIM_007,BM-213,-0.6121462895614755,18,0.44468862504521844,0.016990309193296308
SIM_007,BM-214,0.3181376519713993,11,0.4346539686633813,0.04307432343417612
SIM_007,BM-215,0.3181376519713993,11,0.43465396866338124,0.04307432343417612
SIM_007,BM-216,0.012204521750546147,15,0.43266787652022,0.03172147655626238
SIM_007,BM-217,-0.6121462895614755,18,0.44468862504521844,0.016990309193296308
SIM_007,BM-218,0.3181376519713994,8,0.43465396866338124,0.04307432343417613
SIM_007,BM-219,0.4734714835956306,5,0.4376838175953369,0.050312869901001034
SIM_007,BM-221,0.31813765197139937,9,0.43465396866338124,0.04307432343417613
SIM_007,BM-222,1.1421338797701064,3,0.467107857858534,0.0981918583825994
SIM_007,BM-223,-0.6121462895614755,18,0.4446886250452182,0.016990309193296308
SIM_007,BM-224,-0.45161438183069125,17,0.43953684420208794,0.019948920703456052
SIM_007,BM-225,1.1421338797701066,1,0.4671078578585342,0.09819185838259943
SIM_007,BM-226,-0.777865262404839,22,0.4515266276944316,0.014395622412326739
SIM_007,BM-227,0.1647633335527673,14,0.4330047903963659,0.036949523709598434
SIM_007,BM-228,0.3181376519713993,11,0.43465396866338135,0.04307432343417612
SIM_007,BM-229,-0.6121462895614755,18,0.4446886250452183,0.016990309193296308
SIM_007,BM-231,-0.9504202446759278,24,0.46031316358469915,0.012114089285245941
SIM_007,BM-236,1.1421338797701066,1,0.4671078578585341,0.09819185838259943
SIM_007,BM-237,-0.14063692267659944,16,0.4336213971505169,0.02722545825859835
SIM_007,BM-239,0.31813765197139937,9,0.4346539686633813,0.04307432343417613
SIM_008,BF-007,0.6378751225072066,7,0.4456925701311757,0.05620017393621579
SIM_008,BF-242,-0.30479737766769854,17,0.43841351876345896,0.021894760282088557
SIM_008,BF-255,1.3486061922620327,1,0.48376397465864,0.11439426214356738
SIM_008,BM-211,1.3486061922620327,1,0.48376397465864024,0.11439426214356738
SIM_008,BM-212,-2.0284963892939594,25,0.5528572801724481,0.0039061347889708274
SIM_008,BM-213,-0.3047973776676983,15,0.4384135187634586,0.021894760282088567
SIM_008,BM-214,-0.4635803604744263,18,0.4418432492476576,0.018680204286773618
SIM_008,BM-215,-0.4635803604744263,18,0.4418432492476575,0.018680204286773618
SIM_008,BM-216,0.00689497010939529,12,0.43559568170943347,0.02990242854824166
SIM_008,BM-217,-0.793291537865554,21,0.4533686597951425,0.013433521551611073
SIM_008,BM-218,0.31814441082104666,10,0.4379127944183733,0.040820693242862346
SIM_008,BM-219,0.9765608845573931,3,0.46012685774986495,0.078854597127363
SIM_008,BM-221,0.8040778619704223,5,0.4519596697265319,0.06636186646669799
SIM_008,BM-222,0.9765608845573931,3,0.460126857749865,0.078854597127363
SIM_008,BM-223,-0.14835231521176054,13,0.4363549500808277,0.02560256173176996
SIM_008,BM-224,-0.9672683243316682,23,0.4619099672381994,0.011288408525258819
SIM_008,BM-225,0.3181444108210467,9,0.4379127944183733,0.040820693242862346
SIM_008,BM-226,-1.1498608920116458,24,0.4727553776364624,0.009404458048478719
SIM_008,BM-227,0.4763533235588384,8,0.4410691443190836,0.04781780467564196
SIM_008,BM-228,-0.14835231521176057,14,0.43635495008082814,0.02560256173176996
SIM_008,BM-229,-0.793291537865554,21,0.45336865979514257,0.013433521551611073
SIM_008,BM-231,-0.4635803604744263,18,0.44184324924765767,0.018680204286773618
SIM_008,BM-236,0.8040778619704222,6,0.4519596697265319,0.06636186646669798
SIM_008,BM-237,0.31814441082104666,10,0.43791279441837333,0.040820693242862346
SIM_008,BM-239,-0.3047973776676984,16,0.4384135187634587,0.02189476028208856
SIM_009,BF-007,-0.30952885803101393,16,0.4383145930822345,0.021789713728202112
SIM_009,BF-242,-0.6302846795194776,20,0.446365481017606,0.015810625114462552
SIM_009,BF-255,0.4724502480467242,9,0.44139441332703494,0.0476278234718457
SIM_009,BM-211,1.3465846835131667,1,0.48416313941083094,0.11415435829347195
SIM_009,BM-212,-1.5512800397645579,24,0.501946680114281,0.006294566678949459
SIM_009,BM-213,-0.970533012016531,23,0.46110118133609235,0.011250739469633638
SIM_009,BM-214,0.0022588343573023252,11,0.43571584906442823,0.029761800342005245
SIM_009,BM-215,-0.4681887571577095,19,0.4416047375496779,0.01859286884888514
SIM_009,BM-216,-0.15308629068540314,14,0.43637485177102797,0.025479662334946446
SIM_009,BM-217,-1.5512800397645579,24,0.5019466801142809,0.006294566678949459
SIM_009,BM-218,0.9737574953391204,4,0.46053323700772697,0.07862772436094491
SIM_009,BM-219,0.8008871244277499,5,0.45235174531495076,0.06614531033020192
SIM_009,BM-221,0.6343143613611673,8,0.44605778664738227,0.055996054365954055
SIM_009,BM-222,0.8008871244277499,5,0.4523517453149508,0.06614531033020192
SIM_009,BM-223,-0.30952885803101393,16,0.4383145930822342,0.021789713728202112
SIM_009,BM-224,-0.3095288580310138,15,0.4383145930822342,0.021789713728202112
SIM_009,BM-225,0.6343143613611674,7,0.44605778664738216,0.05599605436595406
SIM_009,BM-226,-0.7971947752368359,22,0.452777970836727,0.013380147705364515
SIM_009,BM-227,1.3465846835131667,1,0.48416313941083117,0.11415435829347195
SIM_009,BM-228,0.002258834357302306,12,0.43571584906442823,0.029761800342005245
SIM_009,BM-229,0.3139386495569672,10,0.4381844477567676,0.04064620682890642
SIM_009,BM-231,-0.15308629068540303,13,0.43637485177102775,0.025479662334946446
SIM_009,BM-236,0.9737574953391205,3,0.460533237007727,0.07862772436094492
SIM_009,BM-237,-0.4681887571577094,18,0.4416047375496779,0.01859286884888514
SIM_009,BM-239,-0.6302846795194776,20,0.4463654810176057,0.015810625114462552
SIM_010,BF-007,0.6302446196532516,6,0.4442121307065962,0.05745603773945302
SIM_010,BF-242,-0.789119053762983,22,0.45149525843816496,0.01389676974812569
SIM_010,BF-255,0.15809540672347497,12,0.43462174822985844,0.035833058223795955
SIM_010,BM-211,0.4699629820938296,7,0.43958888024137355,0.04894701843805522
SIM_010,BM-212,-1.763478728959743,25,0.5227042605933349,0.005245112788975158
SIM_010,BM-213,-0.6233266333472353,20,0.44501199905610306,0.016402747336590435
SIM_010,BM-214,0.4699629820938295,9,0.43958888024137344,0.04894701843805521
SIM_010,BM-215,0.15809540672347497,12,0.43462174822985883,0.035833058223795955
SIM_010,BM-216,-0.30496960157317693,15,0.4368255078015472,0.022551596757747767
SIM_010,BM-217,0.15809540672347483,14,0.4346217482298586,0.03583305822379595
SIM_010,BM-218,0.9664288833433247,3,0.4586698190266605,0.08041529207319123
SIM_010,BM-219,1.3360336478360748,1,0.482419411959166,0.11637399765597288
SIM_010,BM-221,-0.6233266333472351,17,0.44501199905610306,0.016402747336590442
SIM_010,BM-222,0.9664288833433247,3,0.45866981902666065,0.08041529207319123
SIM_010,BM-223,0.4699629820938296,7,0.43958888024137344,0.04894701843805522
SIM_010,BM-224,-0.6233266333472351,17,0.44501199905610317,0.016402747336590442
SIM_010,BM-225,0.7951973533999903,5,0.4504845148489102,0.06776005269882848
SIM_010,BM-226,-0.789119053762983,22,0.4514952584381647,0.01389676974812569
SIM_010,BM-227,0.31298320901319865,10,0.4364319631871934,0.04183606153211509
SIM_010,BM-228,-0.9613967258051573,24,0.45989664159507687,0.011697542170824596
SIM_010,BM-229,-0.30496960157317693,15,0.43682550780154716,0.022551596757747767
SIM_010,BM-231,-0.7891190537629829,21,0.45149525843816474,0.01389676974812569
SIM_010,BM-236,1.14589118282459,2,0.4691403648677815,0.09622283095186443
SIM_010,BM-237,0.158095406723475,11,0.43462174822985855,0.035833058223795955
SIM_010,BM-239,-0.6233266333472351,17,0.44501199905610306,0.016402747336590442
SIM_011,BF-007,0.6261934852457857,4,0.44097600493168215,0.06016840317888819
SIM_011,BF-242,-0.9454418712185206,22,0.4587869543984465,0.012497292163521828
SIM_011,BF-255,0.3143715652971626,10,0.43342651155919043,0.044050003438388795
SIM_011,BM-211,0.6261934852457857,4,0.4409760049316821,0.06016840317888819
SIM_011,BM-212,-1.7463092184594886,25,0.5228821806724933,0.005610526956044426
SIM_011,BM-213,-0.7741712198997956,21,0.45008756934504346,0.014831935279496352
SIM_011,BM-214,0.01045439997074189,14,0.43143417040203674,0.032505466172364605
SIM_011,BM-215,0.010454399970741858,15,0.4314341704020368,0.032505466172364605
SIM_011,BM-216,0.1620054298911835,11,0.431777688243371,0.03782458526470089
SIM_011,BM-217,-0.29455668002142904,18,0.43461228551836667,0.023960273430033527
SIM_011,BM-218,0.6261934852457857,4,0.4409760049316822,0.06016840317888819
SIM_011,BM-219,0.6261934852457857,4,0.4409760049316822,0.06016840317888819
SIM_011,BM-221,0.010454399970741908,13,0.43143417040203674,0.032505466172364605
SIM_011,BM-222,0.9566048957226528,2,0.45536232193814496,0.08372677014805992
SIM_011,BM-223,0.6261934852457857,4,0.4409760049316822,0.06016840317888819
SIM_011,BM-224,-0.9454418712185206,22,0.4587869543984464,0.012497292163521828
SIM_011,BM-225,0.6261934852457857,4,0.4409760049316823,0.06016840317888819
SIM_011,BM-226,-0.6096461155926318,19,0.44331967435029457,0.01748437717849446
SIM_011,BM-227,0.7882843573679369,3,0.44718908015496067,0.07075606254325122
SIM_011,BM-228,0.01045439997074196,12,0.4314341704020368,0.03250546617236461
SIM_011,BM-229,-0.14137032819068857,17,0.4323721022350772,0.027926708838759362
SIM_011,BM-231,-0.6096461155926318,19,0.4433196743502946,0.01748437717849446
SIM_011,BM-236,1.1331508599662985,1,0.4658792759509809,0.09989351065216402
SIM_011,BM-237,-0.9454418712185206,22,0.4587869543984466,0.012497292163521828
SIM_011,BM-239,-0.1413703281906885,16,0.4323721022350774,0.02792670883875937
SIM_012,BF-007,0.006399325720526034,15,0.4309746022423716,0.0322138756945528
SIM_012,BF-242,-0.45271657935929666,18,0.43747863955156535,0.020354079870709613
SIM_012,BF-255,0.9521618812088711,2,0.4556448071355457,0.08294351528661127
SIM_012,BM-211,1.3168389124984183,1,0.47982991141278414,0.11944271316632495
SIM_012,BM-212,-0.945619417454521,23,0.45781509769150924,0.012433302259543288
SIM_012,BM-213,-1.5193917718146726,25,0.4998249795680812,0.00700487394333601
SIM_012,BM-214,0.6214112912469446,5,0.440989176522609,0.05958532074124517
SIM_012,BM-215,-0.6114330150721773,19,0.44249447158151917,0.017366879948656152
SIM_012,BM-216,0.3097349116061598,8,0.4331899535891837,0.04362947123689105
SIM_012,BM-217,-1.3148870399384074,24,0.48250975231254134,0.00859440075537914
SIM_012,BM-218,0.3097349116061597,11,0.4331899535891839,0.04362947123689104
SIM_012,BM-219,0.15760842048003074,13,0.43142614034279714,0.037472464253426645
SIM_012,BM-221,-0.2976466808545877,17,0.4339571895663375,0.023768264710104268
SIM_012,BM-222,0.9521618812088711,2,0.4556448071355456,0.08294351528661127
SIM_012,BM-223,0.15760842048003076,12,0.43142614034279714,0.037472464253426645
SIM_012,BM-224,-0.6114330150721773,19,0.4424944715815193,0.017366879948656152
SIM_012,BM-225,0.3097349116061598,8,0.4331899535891838,0.04362947123689105
SIM_012,BM-226,-0.6114330150721773,19,0.44249447158151906,0.017366879948656152
SIM_012,BM-227,0.46392171058509396,6,0.4363365350221065,0.0509028883123132
SIM_012,BM-228,0.4639217105850939,7,0.4363365350221065,0.0509028883123132
SIM_012,BM-229,0.006399325720526047,14,0.4309746022423717,0.032213875694552814
SIM_012,BM-231,-0.1449877025391649,16,0.43181142718352916,0.027688308648949233
SIM_012,BM-236,0.7836087260903134,4,0.44733531594829734,0.07007784406841155
SIM_012,BM-237,0.3097349116061598,8,0.4331899535891837,0.04362947123689105
SIM_012,BM-239,-0.6114330150721773,19,0.4424944715815192,0.017366879948656152
SIM_013,BF-007,0.3029038492563374,10,0.4348226005232144,0.04155174215982701
SIM_013,BF-242,-1.3236644343102357,24,0.48154583428256653,0.008169201480526522
SIM_013,BF-255,0.4586351476320858,6,0.438228242509945,0.04855371680491106
SIM_013,BM-211,1.5271945223212875,1,0.49989852906823506,0.14134873330973835
SIM_013,BM-212,-1.3236644343102357,24,0.4815458342825667,0.008169201480526522
SIM_013,BM-213,-0.9559138836920504,23,0.45731978741719587,0.011800261788737776
SIM_013,BM-214,0.30290384925633745,9,0.4348226005232145,0.04155174215982701
SIM_013,BM-215,-0.0027788431272973892,13,0.4320723341461283,0.030607857507194487
SIM_013,BM-216,-0.6223269616746545,21,0.4425145433469131,0.016472768749766952
SIM_013,BM-217,-0.4635505252628276,18,0.43776508409481313,0.019307334992626265
SIM_013,BM-218,0.6179108799640296,5,0.4431294064040427,0.0569370618874191
SIM_013,BM-219,0.4586351476320857,8,0.438228242509945,0.04855371680491105
SIM_013,BM-221,-0.0027788431272973827,12,0.4320723341461284,0.030607857507194487
SIM_013,BM-222,0.7821275445055823,4,0.4497077917970028,0.0670985976871756
SIM_013,BM-223,-0.1549656875100486,14,0.4326382156398541,0.026286878882738108
SIM_013,BM-224,-0.30817604224613654,16,0.4345130551037988,0.02255280747406373
SIM_013,BM-225,0.9529186479163532,3,0.45822492861658953,0.07959523651793514
SIM_013,BM-226,-0.4635505252628276,18,0.43776508409481296,0.019307334992626265
SIM_013,BM-227,0.45863514763208574,7,0.438228242509945,0.04855371680491106
SIM_013,BM-228,0.14947937751563664,11,0.43279318518231963,0.035641652854618275
SIM_013,BM-229,-0.30817604224613654,16,0.43451305510379895,0.02255280747406373
SIM_013,BM-231,-0.7859027487227933,22,0.4489447234344116,0.013987063289693843
SIM_013,BM-236,1.322621070633596,2,0.482697207084824,0.11519849351360324
SIM_013,BM-237,-0.4635505252628276,18,0.437765084094813,0.019307334992626265
SIM_013,BM-239,-0.15496568751004863,15,0.4326382156398541,0.026286878882738108
SIM_014,BF-007,0.4869451813649807,9,0.4427550422048812,0.04697142638808001
SIM_014,BF-242,-0.6271340016187977,20,0.44917853243429956,0.01541683793707413
SIM_014,BF-255,0.8172786133700554,4,0.4534326961903854,0.06535754571909679
SIM_014,BM-211,0.8172786133700553,6,0.4534326961903854,0.06535754571909679
SIM_014,BM-212,-2.3359245729122966,25,0.5918628247250814,0.002791752998405842
SIM_014,BM-213,-0.6271340016187977,20,0.4491785324342994,0.01541683793707413
SIM_014,BM-214,-0.14393672195345833,14,0.4384082864273649,0.024994544081867208
SIM_014,BM-215,-0.46278083197411907,17,0.44411880828700767,0.018170755377070504
SIM_014,BM-216,0.01297330934361701,12,0.4375539882207725,0.02924087606519896
SIM_014,BM-217,-0.7966270158578689,22,0.45593825429544016,0.013013239605717892
SIM_014,BM-218,1.3649064809716724,1,0.48477618429256647,0.11301276390567822
SIM_014,BM-219,0.8172786133700553,6,0.4534326961903854,0.06535754571909679
SIM_014,BM-221,0.012973309343617017,11,0.4375539882207727,0.02924087606519896
SIM_014,BM-222,1.1726629167941007,3,0.471750111573558,0.09324749576286015
SIM_014,BM-223,0.6498154315794142,8,0.44727800477549673,0.05527991920276947
SIM_014,BM-224,-0.7966270158578689,22,0.4559382542954402,0.013013239605717892
SIM_014,BM-225,0.01297330934361697,13,0.43755398822077246,0.02924087606519896
SIM_014,BM-226,-1.3545806680254522,24,0.48959622604708924,0.007448507064282049
SIM_014,BM-227,1.3649064809716724,1,0.48477618429256647,0.11301276390567822
SIM_014,BM-228,0.32730806535403584,10,0.4396915570040693,0.040040936834297616
SIM_014,BM-229,-0.4627808319741192,18,0.4441188082870075,0.018170755377070504
