face_id,gender_self,female_prob,male_prob,ethnicity_self,age_self,asian_prob,chinese_asian_prob,japanese_asian_prob,indian_asian_prob,other_asian_prob,middle_eastern_prob,black_prob,latino_prob,multi_prob,other_prob,white_prob,gender_perceived,gender_perceived_probability,ethnicity_perceived,ethnicity_perceived_probability,ethnicity_perceived_available
AF-234,F,0.925925926,0.074074074,A,,0.518518519,,,,,,0.0,0.333333333,0.074074074,0.074074074,0.0,F,0.925925926,Asian,0.518518519,True
AF-235,F,1.0,0.0,A,,0.961538462,,,,,,0.0,0.0,0.038461538,0.0,0.0,F,1.0,Asian,0.961538462,True
AF-236,F,1.0,0.0,A,,0.925925926,,,,,,0.0,0.037037037,0.037037037,0.0,0.0,F,1.0,Asian,0.925925926,True
AF-237,F,1.0,0.0,A,,0.888888889,,,,,,0.0,0.037037037,0.037037037,0.0,0.037037037,F,1.0,Asian,0.888888889,True
AF-238,F,1.0,0.0,A,,0.888888889,,,,,,0.0,0.074074074,0.037037037,0.0,0.0,F,1.0,Asian,0.888888889,True
AF-239,F,1.0,0.0,A,,0.814814815,,,,,,0.0,0.0,0.148148148,0.0,0.037037037,F,1.0,Asian,0.814814815,True
AF-240,F,1.0,0.0,A,,0.75862069,,,,,,0.0,0.137931034,0.103448276,0.0,0.0,F,1.0,Asian,0.75862069,True
AF-241,F,1.0,0.0,A,,0.791666667,,,,,,0.0,0.041666667,0.125,0.0,0.041666667,F,1.0,Asian,0.791666667,True
AF-242,F,1.0,0.0,A,,0.888888889,,,,,,0.0,0.0,0.111111111,0.0,0.0,F,1.0,Asian,0.888888889,True
AF-243,F,1.0,0.0,A,,0.689655172,,,,,,0.0,0.24137931,0.068965517,0.0,0.0,F,1.0,Asian,0.689655172,True
AF-244,F,0.958333333,0.041666667,A,,0.875,,,,,,0.0,0.083333333,0.0,0.0,0.041666667,F,0.958333333,Asian,0.875,True
AF-245,F,1.0,0.0,A,,0.925925926,,,,,,0.0,0.0,0.037037037,0.037037037,0.0,F,1.0,Asian,0.925925926,True
AF-246,F,0.962962963,0.037037037,A,,0.962962963,,,,,,0.0,0.0,0.0,0.0,0.037037037,F,0.962962963,Asian,0.962962963,True
AF-247,F,1.0,0.0,A,,0.857142857,,,,,,0.0,0.0,0.107142857,0.035714286,0.0,F,1.0,Asian,0.857142857,True
AF-248,F,1.0,0.0,A,,0.724137931,,,,,,0.0,0.068965517,0.172413793,0.034482759,0.0,F,1.0,Asian,0.724137931,True
AF-249,F,1.0,0.0,A,,0.84,,,,,,0.0,0.04,0.08,0.04,0.0,F,1.0,Asian,0.84,True
AF-250,F,1.0,0.0,A,,0.586206897,,,,,,0.0,0.068965517,0.275862069,0.068965517,0.0,F,1.0,Asian,0.586206897,True
AF-251,F,0.964285714,0.035714286,A,,0.357142857,,,,,,0.071428571,0.0,0.535714286,0.035714286,0.0,F,0.964285714,Multiracial,0.535714286,True
AF-252,F,1.0,0.0,A,,0.862068966,,,,,,0.0,0.068965517,0.068965517,0.0,0.0,F,1.0,Asian,0.862068966,True
AF-253,F,1.0,0.0,A,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,F,1.0,Asian,1.0,True
AF-254,F,1.0,0.0,A,,0.92,,,,,,0.0,0.08,0.0,0.0,0.0,F,1.0,Asian,0.92,True
AF-255,F,1.0,0.0,A,,0.958333333,,,,,,0.0,0.0,0.041666667,0.0,0.0,F,1.0,Asian,0.958333333,True
AF-256,F,1.0,0.0,A,,0.863636364,,,,,,0.0,0.0,0.090909091,0.045454545,0.0,F,1.0,Asian,0.863636364,True
AM-201,M,0.04,0.96,A,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,M,0.96,Asian,1.0,True
AM-202,M,0.0,1.0,A,,0.846153846,,,,,,0.0,0.038461538,0.076923077,0.038461538,0.0,M,1.0,Asian,0.846153846,True
AM-203,M,0.0,1.0,A,,0.958333333,,,,,,0.0,0.0,0.041666667,0.0,0.0,M,1.0,Asian,0.958333333,True
AM-204,M,0.0,1.0,A,,0.583333333,,,,,,0.0,0.083333333,0.291666667,0.041666667,0.0,M,1.0,Asian,0.583333333,True
AM-205,M,0.0,1.0,A,,0.958333333,,,,,,0.0,0.0,0.041666667,0.0,0.0,M,1.0,Asian,0.958333333,True
AM-206,M,0.035714286,0.964285714,A,,0.857142857,,,,,,0.0,0.071428571,0.071428571,0.0,0.0,M,0.964285714,Asian,0.857142857,True
AM-207,M,0.0,1.0,A,,0.958333333,,,,,,0.0,0.0,0.041666667,0.0,0.0,M,1.0,Asian,0.958333333,True
AM-208,M,0.0,1.0,A,,0.607142857,,,,,,0.0,0.25,0.071428571,0.035714286,0.035714286,M,1.0,Asian,0.607142857,True
AM-209,M,0.0,1.0,A,,0.964285714,,,,,,0.0,0.0,0.035714286,0.0,0.0,M,1.0,Asian,0.964285714,True
AM-210,M,0.0,1.0,A,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,M,1.0,Asian,1.0,True
AM-211,M,0.0,1.0,A,,0.5,,,,,,0.0,0.178571429,0.25,0.071428571,0.0,M,1.0,Asian,0.5,True
AM-212,M,0.0,1.0,A,,0.37037037,,,,,,0.0,0.333333333,0.259259259,0.037037037,0.0,M,1.0,Asian,0.37037037,True
AM-213,M,0.0,1.0,A,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,M,1.0,Asian,1.0,True
AM-214,M,0.0,1.0,A,,0.074074074,,,,,,0.037037037,0.259259259,0.222222222,0.407407407,0.0,M,1.0,Other,0.407407407,True
AM-215,M,0.0,1.0,A,,0.962962963,,,,,,0.0,0.037037037,0.0,0.0,0.0,M,1.0,Asian,0.962962963,True
AM-216,M,0.0,1.0,A,,0.6,,,,,,0.0,0.12,0.24,0.0,0.04,M,1.0,Asian,0.6,True
AM-217,M,0.0,1.0,A,,0.538461538,,,,,,0.0,0.076923077,0.307692308,0.038461538,0.038461538,M,1.0,Asian,0.538461538,True
AM-218,M,0.0,1.0,A,,0.785714286,,,,,,0.0,0.107142857,0.071428571,0.0,0.035714286,M,1.0,Asian,0.785714286,True
AM-219,M,0.0,1.0,A,,0.633333333,,,,,,0.0,0.1,0.166666667,0.1,0.0,M,1.0,Asian,0.633333333,True
AM-220,M,0.0,1.0,A,,0.551724138,,,,,,0.0,0.24137931,0.172413793,0.034482759,0.0,M,1.0,Asian,0.551724138,True
AM-221,M,0.0,1.0,A,,0.961538462,,,,,,0.0,0.038461538,0.0,0.0,0.0,M,1.0,Asian,0.961538462,True
AM-223,M,0.0,1.0,A,,0.851851852,,,,,,0.0,0.037037037,0.111111111,0.0,0.0,M,1.0,Asian,0.851851852,True
AM-224,M,0.04,0.96,A,,0.88,,,,,,0.0,0.04,0.04,0.04,0.0,M,0.96,Asian,0.88,True
AM-225,M,0.0,1.0,A,,0.72,,,,,,0.0,0.16,0.08,0.0,0.04,M,1.0,Asian,0.72,True
AM-226,M,0.0,1.0,A,,0.863636364,,,,,,0.0,0.045454545,0.045454545,0.0,0.045454545,M,1.0,Asian,0.863636364,True
AM-227,M,0.0,1.0,A,,0.923076923,,,,,,0.0,0.076923077,0.0,0.0,0.0,M,1.0,Asian,0.923076923,True
AM-228,M,0.0,1.0,A,,0.928571429,,,,,,0.0,0.071428571,0.0,0.0,0.0,M,1.0,Asian,0.928571429,True
AM-229,M,0.0,1.0,A,,0.923076923,,,,,,0.0,0.038461538,0.038461538,0.0,0.0,M,1.0,Asian,0.923076923,True
AM-230,M,0.0,1.0,A,,0.869565217,,,,,,0.0,0.086956522,0.043478261,0.0,0.0,M,1.0,Asian,0.869565217,True
AM-231,M,0.0,1.0,A,,0.931034483,,,,,,0.0,0.0,0.068965517,0.0,0.0,M,1.0,Asian,0.931034483,True
AM-232,M,0.038461538,0.961538462,A,,0.423076923,,,,,,0.0,0.384615385,0.153846154,0.038461538,0.0,M,0.961538462,Asian,0.423076923,True
AM-233,M,0.0,1.0,A,,0.678571429,,,,,,0.0,0.0,0.25,0.0,0.071428571,M,1.0,Asian,0.678571429,True
AM-234,M,0.0,1.0,A,,0.923076923,,,,,,0.0,0.038461538,0.038461538,0.0,0.0,M,1.0,Asian,0.923076923,True
AM-235,M,0.0,1.0,A,,0.04,,,,,,0.04,0.68,0.2,0.04,0.0,M,1.0,Latino,0.68,True
AM-236,M,0.0,1.0,A,,0.892857143,,,,,,0.0,0.071428571,0.035714286,0.0,0.0,M,1.0,Asian,0.892857143,True
AM-237,M,0.0,1.0,A,,0.923076923,,,,,,0.0,0.0,0.076923077,0.0,0.0,M,1.0,Asian,0.923076923,True
AM-238,M,0.0,1.0,A,,0.961538462,,,,,,0.0,0.0,0.0,0.0,0.038461538,M,1.0,Asian,0.961538462,True
AM-239,M,0.04,0.96,A,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,M,0.96,Asian,1.0,True
AM-240,M,0.0,1.0,A,,0.961538462,,,,,,0.0,0.0,0.038461538,0.0,0.0,M,1.0,Asian,0.961538462,True
AM-241,M,0.0,1.0,A,,0.884615385,,,,,,0.0,0.0,0.076923077,0.0,0.038461538,M,1.0,Asian,0.884615385,True
AM-242,M,0.0,1.0,A,,0.96,,,,,,0.0,0.0,0.04,0.0,0.0,M,1.0,Asian,0.96,True
AM-243,M,0.0,1.0,A,,0.44,,,,,,0.0,0.32,0.2,0.0,0.04,M,1.0,Asian,0.44,True
AM-244,M,0.0,1.0,A,,0.107142857,,,,,,0.0,0.321428571,0.428571429,0.071428571,0.071428571,M,1.0,Multiracial,0.428571429,True
AM-245,M,0.0,1.0,A,,0.384615385,,,,,,0.0,0.346153846,0.192307692,0.076923077,0.0,M,1.0,Asian,0.384615385,True
AM-246,M,0.0,1.0,A,,0.928571429,,,,,,0.0,0.035714286,0.0,0.0,0.035714286,M,1.0,Asian,0.928571429,True
AM-247,M,0.0,1.0,A,,0.458333333,,,,,,0.0,0.375,0.125,0.041666667,0.0,M,1.0,Asian,0.458333333,True
AM-248,M,0.0,1.0,A,,0.923076923,,,,,,0.0,0.038461538,0.038461538,0.0,0.0,M,1.0,Asian,0.923076923,True
AM-249,M,0.041666667,0.958333333,A,,0.875,,,,,,0.0,0.041666667,0.083333333,0.0,0.0,M,0.958333333,Asian,0.875,True
AM-250,M,0.0,1.0,A,,0.846153846,,,,,,0.0,0.076923077,0.038461538,0.0,0.038461538,M,1.0,Asian,0.846153846,True
AM-251,M,0.038461538,0.961538462,A,,0.961538462,,,,,,0.0,0.0,0.038461538,0.0,0.0,M,0.961538462,Asian,0.961538462,True
AM-252,M,0.0,1.0,A,,0.8,,,,,,0.0,0.0,0.2,0.0,0.0,M,1.0,Asian,0.8,True
AM-253,M,0.0,1.0,A,,0.620689655,,,,,,0.0,0.206896552,0.137931034,0.0,0.034482759,M,1.0,Asian,0.620689655,True
BF-001,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-002,F,1.0,0.0,B,,0.0,,,,,,0.978494624,0.0,0.010752688,0.010752688,0.0,F,1.0,Black,0.978494624,True
BF-003,F,0.988764045,0.011235955,B,,0.011235955,,,,,,0.606741573,0.134831461,0.06741573,0.168539326,0.011235955,F,0.988764045,Black,0.606741573,True
BF-004,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-005,F,1.0,0.0,B,,0.0,,,,,,0.813186813,0.076923077,0.054945055,0.054945055,0.0,F,1.0,Black,0.813186813,True
BF-006,F,0.989361702,0.010638298,B,,0.010526316,,,,,,0.957894737,0.010526316,0.0,0.021052632,0.0,F,0.989361702,Black,0.957894737,True
BF-007,F,0.97826087,0.02173913,B,,0.0,,,,,,0.97826087,0.0,0.010869565,0.010869565,0.0,F,0.97826087,Black,0.97826087,True
BF-008,F,1.0,0.0,B,,0.0,,,,,,0.988505747,0.011494253,0.0,0.0,0.0,F,1.0,Black,0.988505747,True
BF-009,F,1.0,0.0,B,,0.010752688,,,,,,0.956989247,0.010752688,0.010752688,0.010752688,0.0,F,1.0,Black,0.956989247,True
BF-010,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-011,F,1.0,0.0,B,,0.0,,,,,,0.978723404,0.010638298,0.010638298,0.0,0.0,F,1.0,Black,0.978723404,True
BF-012,F,0.989361702,0.010638298,B,,0.0,,,,,,0.946808511,0.0,0.010638298,0.042553191,0.0,F,0.989361702,Black,0.946808511,True
BF-013,F,1.0,0.0,B,,0.010989011,,,,,,0.945054945,0.021978022,0.010989011,0.010989011,0.0,F,1.0,Black,0.945054945,True
BF-014,F,0.977011494,0.022988506,B,,0.0,,,,,,0.954022989,0.034482759,0.011494253,0.0,0.0,F,0.977011494,Black,0.954022989,True
BF-015,F,0.989795918,0.010204082,B,,0.010204082,,,,,,0.908163265,0.030612245,0.020408163,0.030612245,0.0,F,0.989795918,Black,0.908163265,True
BF-016,F,1.0,0.0,B,,0.011627907,,,,,,0.930232558,0.023255814,0.023255814,0.011627907,0.0,F,1.0,Black,0.930232558,True
BF-017,F,0.988764045,0.011235955,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,0.988764045,Black,1.0,True
BF-018,F,0.978021978,0.021978022,B,,0.0,,,,,,0.977777778,0.0,0.011111111,0.011111111,0.0,F,0.978021978,Black,0.977777778,True
BF-019,F,1.0,0.0,B,,0.0,,,,,,0.943820225,0.033707865,0.011235955,0.011235955,0.0,F,1.0,Black,0.943820225,True
BF-020,F,0.827956989,0.172043011,B,,0.0,,,,,,0.914893617,0.031914894,0.031914894,0.021276596,0.0,F,0.827956989,Black,0.914893617,True
BF-021,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-023,F,1.0,0.0,B,,0.0,,,,,,0.945652174,0.010869565,0.010869565,0.032608696,0.0,F,1.0,Black,0.945652174,True
BF-024,F,0.989010989,0.010989011,B,,0.0,,,,,,0.989010989,0.0,0.010989011,0.0,0.0,F,0.989010989,Black,0.989010989,True
BF-025,F,1.0,0.0,B,,0.0,,,,,,0.957446809,0.021276596,0.021276596,0.0,0.0,F,1.0,Black,0.957446809,True
BF-027,F,0.989247312,0.010752688,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,0.989247312,Black,1.0,True
BF-028,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-029,F,0.715909091,0.284090909,B,,0.0,,,,,,0.988764045,0.0,0.0,0.011235955,0.0,F,0.715909091,Black,0.988764045,True
BF-030,F,0.989473684,0.010526316,B,,0.0,,,,,,0.957894737,0.021052632,0.0,0.021052632,0.0,F,0.989473684,Black,0.957894737,True
BF-031,F,0.978021978,0.021978022,B,,0.010869565,,,,,,0.956521739,0.0,0.010869565,0.02173913,0.0,F,0.978021978,Black,0.956521739,True
BF-032,F,0.979166667,0.020833333,B,,0.0,,,,,,0.989583333,0.0,0.0,0.0,0.010416667,F,0.979166667,Black,0.989583333,True
BF-033,F,0.978723404,0.021276596,B,,0.0,,,,,,0.989361702,0.010638298,0.0,0.0,0.0,F,0.978723404,Black,0.989361702,True
BF-034,F,0.948453608,0.051546392,B,,0.010309278,,,,,,0.969072165,0.0,0.010309278,0.010309278,0.0,F,0.948453608,Black,0.969072165,True
BF-035,F,0.341176471,0.658823529,B,,0.0,,,,,,0.964705882,0.0,0.023529412,0.011764706,0.0,M,0.658823529,Black,0.964705882,True
BF-036,F,0.988888889,0.011111111,B,,0.0,,,,,,0.911111111,0.022222222,0.033333333,0.022222222,0.011111111,F,0.988888889,Black,0.911111111,True
BF-037,F,0.988505747,0.011494253,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,0.988505747,Black,1.0,True
BF-038,F,0.989361702,0.010638298,B,,0.0,,,,,,0.978723404,0.010638298,0.010638298,0.0,0.0,F,0.989361702,Black,0.978723404,True
BF-039,F,1.0,0.0,B,,0.0,,,,,,0.988888889,0.0,0.0,0.011111111,0.0,F,1.0,Black,0.988888889,True
BF-040,F,0.988505747,0.011494253,B,,0.0,,,,,,0.988505747,0.0,0.0,0.0,0.011494253,F,0.988505747,Black,0.988505747,True
BF-041,F,0.978947368,0.021052632,B,,0.0,,,,,,0.873684211,0.052631579,0.021052632,0.042105263,0.010526316,F,0.978947368,Black,0.873684211,True
BF-042,F,0.977272727,0.022727273,B,,0.011363636,,,,,,0.943181818,0.022727273,0.011363636,0.011363636,0.0,F,0.977272727,Black,0.943181818,True
BF-043,F,0.978494624,0.021505376,B,,0.0,,,,,,0.936170213,0.010638298,0.010638298,0.031914894,0.010638298,F,0.978494624,Black,0.936170213,True
BF-044,F,0.808510638,0.191489362,B,,0.0,,,,,,0.904255319,0.010638298,0.010638298,0.074468085,0.0,F,0.808510638,Black,0.904255319,True
BF-045,F,0.893617021,0.106382979,B,,0.0,,,,,,0.734042553,0.063829787,0.095744681,0.106382979,0.0,F,0.893617021,Black,0.734042553,True
BF-047,F,1.0,0.0,B,,0.0,,,,,,0.95505618,0.011235955,0.0,0.033707865,0.0,F,1.0,Black,0.95505618,True
BF-048,F,0.989361702,0.010638298,B,,0.0,,,,,,0.968085106,0.0,0.010638298,0.021276596,0.0,F,0.989361702,Black,0.968085106,True
BF-049,F,0.989361702,0.010638298,B,,0.010638298,,,,,,0.957446809,0.010638298,0.010638298,0.010638298,0.0,F,0.989361702,Black,0.957446809,True
BF-050,F,0.979166667,0.020833333,B,,0.0,,,,,,0.989583333,0.0,0.0,0.010416667,0.0,F,0.979166667,Black,0.989583333,True
BF-051,F,0.988505747,0.011494253,B,,0.011494253,,,,,,0.977011494,0.011494253,0.0,0.0,0.0,F,0.988505747,Black,0.977011494,True
BF-200,F,1.0,0.0,B,,0.0,,,,,,0.793103448,0.0,0.172413793,0.034482759,0.0,F,1.0,Black,0.793103448,True
BF-201,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-202,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-203,F,0.958333333,0.041666667,B,,0.0,,,,,,0.08,0.12,0.64,0.04,0.12,F,0.958333333,Multiracial,0.64,True
BF-204,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-205,F,0.964285714,0.035714286,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,F,0.964285714,Black,0.964285714,True
BF-206,F,1.0,0.0,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,F,1.0,Black,0.964285714,True
BF-207,F,0.964285714,0.035714286,B,,0.0,,,,,,0.214285714,0.285714286,0.5,0.0,0.0,F,0.964285714,Multiracial,0.5,True
BF-208,F,0.966666667,0.033333333,B,,0.0,,,,,,0.966666667,0.0,0.033333333,0.0,0.0,F,0.966666667,Black,0.966666667,True
BF-209,F,1.0,0.0,B,,0.0,,,,,,0.142857143,0.464285714,0.321428571,0.071428571,0.0,F,1.0,Latino,0.464285714,True
BF-210,F,1.0,0.0,B,,0.0,,,,,,0.962962963,0.0,0.037037037,0.0,0.0,F,1.0,Black,0.962962963,True
BF-211,F,1.0,0.0,B,,0.0,,,,,,0.851851852,0.0,0.148148148,0.0,0.0,F,1.0,Black,0.851851852,True
BF-212,F,1.0,0.0,B,,0.0,,,,,,0.92,0.0,0.08,0.0,0.0,F,1.0,Black,0.92,True
BF-213,F,1.0,0.0,B,,0.0,,,,,,0.814814815,0.037037037,0.148148148,0.0,0.0,F,1.0,Black,0.814814815,True
BF-214,F,1.0,0.0,B,,0.0,,,,,,0.846153846,0.0,0.153846154,0.0,0.0,F,1.0,Black,0.846153846,True
BF-215,F,1.0,0.0,B,,0.0,,,,,,0.966666667,0.0,0.0,0.033333333,0.0,F,1.0,Black,0.966666667,True
BF-216,F,0.962962963,0.037037037,B,,0.0,,,,,,0.607142857,0.035714286,0.357142857,0.0,0.0,F,0.962962963,Black,0.607142857,True
BF-217,F,1.0,0.0,B,,0.0,,,,,,0.965517241,0.0,0.034482759,0.0,0.0,F,1.0,Black,0.965517241,True
BF-218,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-219,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-220,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-221,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-222,F,1.0,0.0,B,,0.034482759,,,,,,0.896551724,0.0,0.068965517,0.0,0.0,F,1.0,Black,0.896551724,True
BF-223,F,0.952380952,0.047619048,B,,0.0,,,,,,0.954545455,0.0,0.045454545,0.0,0.0,F,0.952380952,Black,0.954545455,True
BF-224,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-225,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-226,F,1.0,0.0,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,F,1.0,Black,0.925925926,True
BF-227,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-228,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-229,F,0.96,0.04,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,0.96,Black,1.0,True
BF-230,F,1.0,0.0,B,,0.0,,,,,,0.923076923,0.0,0.076923077,0.0,0.0,F,1.0,Black,0.923076923,True
BF-231,F,1.0,0.0,B,,0.0,,,,,,0.962962963,0.0,0.0,0.037037037,0.0,F,1.0,Black,0.962962963,True
BF-232,F,0.962962963,0.037037037,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,F,0.962962963,Black,0.925925926,True
BF-233,F,1.0,0.0,B,,0.0,,,,,,0.884615385,0.0,0.115384615,0.0,0.0,F,1.0,Black,0.884615385,True
BF-234,F,0.962962963,0.037037037,B,,0.0,,,,,,0.851851852,0.074074074,0.074074074,0.0,0.0,F,0.962962963,Black,0.851851852,True
BF-235,F,0.965517241,0.034482759,B,,0.0,,,,,,0.965517241,0.0,0.034482759,0.0,0.0,F,0.965517241,Black,0.965517241,True
BF-236,F,1.0,0.0,B,,0.0,,,,,,0.068965517,0.517241379,0.206896552,0.068965517,0.137931034,F,1.0,Latino,0.517241379,True
